truck_brand,truck_model,truck_year,engine_model,transmission,axle_type,market_price_mex,ubication
Kenworth,T370,2020,PACCAR MX11,Eaton Fuller 18-speed,46k,822000,Campeche
International,9900i,2012,Cummins ISB 6.7,Eaton Fuller 13-speed,40k,501000,Tamaulipas
Volvo,VNM,2001,Detroit DD13,Eaton Fuller 10-speed,52k,185000,Nuevo León
Freightliner,Columbia,2001,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,199000,Yucatán
Kenworth,T800,2008,Cummins ISX15,Eaton Fuller 18-speed,40k,446000,Tamaulipas
Peterbilt,379,2015,Cummins X15,Eaton Fuller 13-speed,40k,572000,Campeche
Kenworth,T370,2006,Cummins X15,Eaton Fuller 13-speed,40k,370000,Oaxaca
Mack,Pinnacle,2017,Mack MP10,Mack mDRIVE,52k,337000,Veracruz
Peterbilt,379,2021,PACCAR MX11,Eaton UltraShift,40k,933000,Querétaro
Mack,Pinnacle,2020,Mack MP8,Eaton Fuller 13-speed,52k,439000,Puebla
Volvo,VNL670,2012,Volvo D13,Eaton Fuller 13-speed,46k,393000,Guerrero
Freightliner,Cascadia,2012,Cummins X15,Detroit DT12,52k,438000,Morelos
Volvo,VNM,2020,Cummins ISX15,Eaton Fuller 13-speed,46k,578000,Oaxaca
Peterbilt,579,2019,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,740000,Durango
Kenworth,T660,2008,PACCAR MX13,Eaton Fuller RTLO-16913A,46k,457000,Tamaulipas
Kenworth,T680,2017,PACCAR MX11,Eaton Fuller 13-speed,40k,699000,Tamaulipas
Freightliner,M2 106,2021,Detroit DD13,Detroit DT12,52k,798000,San Luis Potosí
International,ProStar,2022,Cummins ISC 8.3,Allison 4000,40k,894000,Quintana Roo
Peterbilt,579,2004,Cummins X15,Eaton UltraShift,46k,321000,Yucatán
Peterbilt,379,2018,Cummins ISX15,Eaton Fuller 18-speed,52k,627000,Estado de México
Volvo,VNL760,2021,Cummins ISX15,Eaton Fuller 13-speed,52k,668000,Zacatecas
Kenworth,T660,2001,Cummins ISX15,Eaton Fuller RTLO-16718B,52k,307000,Morelos
International,LT625,2008,MaxxForce 13,Eaton Fuller 10-speed,46k,413000,Quintana Roo
Freightliner,Columbia,2020,Cummins X15,Eaton Fuller 10-speed,52k,627000,Coahuila
International,LT625,2010,MaxxForce 15,Eaton Fuller 10-speed,46k,450000,Quintana Roo
Kenworth,T660,2007,Cummins ISX15,Eaton UltraShift,46k,431000,Sinaloa
International,LT625,2019,Cummins ISC 8.3,Allison 3000,52k,589000,Hidalgo
Volvo,VNM,2022,Detroit DD13,Volvo I-Shift,40k,630000,Jalisco
Volvo,VNL760,2007,Cummins ISX15,Allison 4000,46k,301000,Ciudad de México
Peterbilt,389,2021,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,693000,Tamaulipas
Volvo,VNL670,2014,Detroit DD13,Eaton Fuller 13-speed,52k,418000,Jalisco
International,ProStar,2021,Cummins ISX15,Allison 4000,40k,813000,Aguascalientes
Peterbilt,379,2006,Cummins X15,Eaton Fuller RTLO-16913A,40k,370000,Jalisco
Freightliner,M2 106,2007,Detroit DD13,Eaton Fuller 10-speed,40k,302000,Baja California Sur
Peterbilt,389,2001,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,220000,Puebla
Peterbilt,379,2001,PACCAR MX13,Eaton UltraShift,40k,243000,Oaxaca
Freightliner,Columbia,2021,Cummins X15,Detroit DT12,46k,812000,Hidalgo
International,Durastar,2015,Cummins ISX15,Eaton Fuller 18-speed,40k,550000,Sonora
Volvo,VNL760,2021,Detroit DD13,Eaton Fuller 13-speed,40k,635000,Chihuahua
Volvo,VNL760,2005,Cummins ISX15,Allison 4000,40k,279000,Guerrero
International,ProStar,2013,Cummins ISX15,Allison 4000,46k,523000,Quintana Roo
Mack,Granite,2017,Mack MP10,Eaton Fuller 18-speed,52k,336000,Morelos
Peterbilt,389,2012,Cummins X15,Eaton Fuller RTLO-16718B,46k,500000,Puebla
Peterbilt,579,2003,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,327000,Aguascalientes
International,ProStar,2014,Cummins ISX15,Eaton Fuller 10-speed,46k,517000,Guerrero
Mack,Pinnacle,2014,Mack MP8,Eaton Fuller 18-speed,46k,282000,Tamaulipas
Kenworth,T680,2015,PACCAR MX13,Eaton Fuller RTLO-16913A,40k,608000,Durango
Volvo,VNM,2016,Cummins ISX15,Eaton Fuller 13-speed,46k,472000,Guerrero
Peterbilt,579,2018,PACCAR MX13,Eaton Fuller 18-speed,46k,630000,Baja California Sur
Peterbilt,579,2004,Cummins X15,Eaton Fuller RTLO-16913A,40k,261000,Durango
International,LT625,2003,MaxxForce 15,Eaton Fuller 18-speed,40k,258000,San Luis Potosí
Mack,Anthem,2021,Mack MP8,Mack mDRIVE,52k,481000,Oaxaca
Mack,Granite,2021,Mack MP10,Eaton Fuller 18-speed,52k,502000,Tamaulipas
Mack,Pinnacle,2009,Mack MP7,Mack mDRIVE,46k,229000,Guanajuato
International,9900i,2010,Cummins ISB 6.7,Eaton Fuller 13-speed,46k,450000,Estado de México
Kenworth,T370,2003,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,364000,Ciudad de México
Freightliner,M2 106,2010,Cummins X15,Allison 4500RDS,46k,400000,Sonora
International,9900i,2013,MaxxForce 13,Allison 4000,46k,503000,Puebla
Peterbilt,379,2004,Cummins X15,Eaton Fuller RTLO-16913A,52k,258000,Nuevo León
International,ProStar,2008,MaxxForce 13,Eaton Fuller 13-speed,40k,397000,Campeche
Kenworth,T660,2016,Cummins X15,Eaton Fuller 18-speed,40k,640000,Baja California
Peterbilt,579,2006,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,376000,Baja California
Mack,Granite,2000,Mack MP8,Mack mDRIVE,40k,112000,Baja California
Kenworth,T680,2009,PACCAR MX11,Eaton Fuller RT-8908LL,40k,466000,Ciudad de México
Mack,Pinnacle,2009,Mack MP10,Eaton Fuller 18-speed,52k,228000,Morelos
Volvo,VNL760,2003,Cummins ISX15,Allison 4000,46k,244000,Jalisco
Volvo,VNM,2021,Cummins ISX15,Eaton Fuller 10-speed,40k,669000,Colima
Kenworth,T680,2002,Cummins X15,Eaton Fuller 13-speed,40k,292000,Durango
Mack,Pinnacle,2019,Mack MP10,Mack mDRIVE,52k,321000,Nayarit
Volvo,VNM,2010,Cummins ISX15,Allison 4000,40k,350000,Campeche
Volvo,VNL670,2007,Detroit DD13,Volvo I-Shift,52k,267000,Jalisco
Freightliner,Columbia,2019,Cummins X15,Eaton Fuller RTLO-16913A,52k,652000,Michoacán
Peterbilt,379,2017,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,575000,Quintana Roo
Volvo,VNM,2004,Cummins ISX15,Eaton Fuller 13-speed,46k,208000,Querétaro
Kenworth,W900,2010,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,500000,Guerrero
Volvo,VNL670,2012,Cummins ISX15,Allison 4000,46k,381000,Sonora
Peterbilt,579,2002,PACCAR MX13,Eaton Fuller 13-speed,40k,222000,Oaxaca
Mack,Granite,2004,Mack MP10,Mack mDRIVE,40k,145000,Colima
Freightliner,Columbia,2018,Cummins X15,Eaton Fuller 10-speed,40k,623000,Estado de México
International,9900i,2008,Cummins ISC 8.3,Eaton Fuller 13-speed,46k,378000,Baja California Sur
Mack,Granite,2015,Mack MP7,Eaton Fuller 13-speed,46k,288000,Aguascalientes
International,LT625,2008,Cummins ISX15,Eaton Fuller 13-speed,46k,387000,Estado de México
Mack,Anthem,2004,Mack MP10,Eaton Fuller 13-speed,52k,154000,Tabasco
International,ProStar,2015,MaxxForce 15,Eaton Fuller 13-speed,52k,522000,Coahuila
Mack,Anthem,2019,Mack MP7,Eaton Fuller 18-speed,52k,370000,Zacatecas
International,LT625,2014,Cummins ISC 8.3,Eaton Fuller 18-speed,40k,531000,Puebla
International,LT625,2003,Cummins ISB 6.7,Eaton Fuller 10-speed,52k,252000,Colima
Volvo,VNM,2017,Detroit DD13,Volvo I-Shift,46k,430000,Tabasco
Peterbilt,379,2001,Cummins X15,Eaton Fuller 13-speed,40k,293000,Coahuila
Peterbilt,389,2013,Cummins ISX15,Eaton Fuller 13-speed,40k,510000,Sinaloa
Mack,Granite,2005,Mack MP10,Eaton Fuller 13-speed,40k,151000,Nuevo León
Peterbilt,389,2018,PACCAR MX13,Eaton Fuller 13-speed,40k,658000,Ciudad de México
Kenworth,T800,2022,PACCAR MX13,Eaton Fuller 13-speed,52k,918000,Jalisco
Volvo,VNL670,2003,Volvo D13,Eaton Fuller 13-speed,40k,213000,Zacatecas
International,ProStar,2013,Cummins ISX15,Allison 4000,52k,505000,Colima
Mack,Anthem,2003,Mack MP10,Eaton Fuller 13-speed,40k,145000,Tlaxcala
Kenworth,T370,2016,Cummins X15,Eaton UltraShift,52k,709000,Estado de México
Freightliner,Cascadia,2020,Mercedes MBE4000,Eaton Fuller 10-speed,40k,714000,Baja California Sur
Kenworth,T370,2008,Cummins X15,Eaton Fuller RT-8908LL,40k,420000,Baja California
Kenworth,T370,2022,Cummins ISX15,Eaton Fuller 13-speed,46k,916000,Guanajuato
Peterbilt,389,2019,PACCAR MX13,Eaton UltraShift,52k,685000,Chihuahua
Volvo,VNM,2003,Detroit DD13,Eaton Fuller 10-speed,46k,220000,Guanajuato
Mack,Granite,2001,Mack MP10,Eaton Fuller 18-speed,40k,146000,Aguascalientes
Mack,Granite,2021,Mack MP7,Eaton Fuller 13-speed,40k,419000,Tlaxcala
Peterbilt,389,2000,PACCAR MX13,Eaton UltraShift,40k,215000,Morelos
Mack,Pinnacle,2015,Mack MP7,Mack mDRIVE,40k,278000,Tlaxcala
Mack,Anthem,2007,Mack MP10,Mack mDRIVE,46k,187000,Ciudad de México
Kenworth,T680,2010,PACCAR MX11,Eaton UltraShift,40k,500000,Colima
Volvo,VNL670,2008,Volvo D13,Allison 4000,40k,294000,Nuevo León
Kenworth,T370,2010,PACCAR MX11,Eaton Fuller RT-8908LL,52k,500000,Guerrero
Mack,Anthem,2000,Mack MP10,Mack mDRIVE,40k,116000,Guerrero
Kenworth,T370,2006,Cummins X15,Eaton Fuller RTLO-16718B,40k,353000,Coahuila
Mack,Pinnacle,2012,Mack MP10,Eaton Fuller 18-speed,40k,268000,Jalisco
Freightliner,Columbia,2003,Detroit DD13,Eaton Fuller 10-speed,46k,288000,Chiapas
International,9900i,2019,MaxxForce 13,Eaton Fuller 10-speed,46k,644000,Nuevo León
Freightliner,FLD120,2008,Detroit DD15,Eaton Fuller RTLO-16913A,52k,346000,Estado de México
Mack,Granite,2018,Mack MP8,Mack mDRIVE,40k,372000,Ciudad de México
International,LT625,2020,MaxxForce 15,Allison 4000,46k,772000,Baja California Sur
Kenworth,T660,2011,Cummins ISX15,Eaton Fuller RT-8908LL,40k,524000,Quintana Roo
Freightliner,Cascadia,2020,Detroit DD13,Detroit DT12,52k,756000,San Luis Potosí
Mack,Pinnacle,2017,Mack MP10,Mack mDRIVE,52k,314000,Colima
Freightliner,Columbia,2011,Detroit DD15,Eaton Fuller 13-speed,52k,419000,Tamaulipas
Kenworth,T800,2015,Cummins X15,Eaton Fuller RTLO-16718B,52k,582000,Sinaloa
International,ProStar,2006,MaxxForce 15,Allison 3000,40k,371000,Ciudad de México
Kenworth,T660,2014,Cummins X15,Eaton Fuller RT-8908LL,40k,606000,Durango
International,Durastar,2010,Cummins ISX15,Eaton Fuller 18-speed,40k,450000,Morelos
Mack,Anthem,2007,Mack MP8,Eaton Fuller 13-speed,40k,190000,Yucatán
Volvo,VNL760,2004,Cummins ISX15,Allison 4000,52k,201000,Baja California Sur
International,LT625,2013,Cummins ISX15,Eaton Fuller 18-speed,46k,493000,Nuevo León
Peterbilt,579,2014,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,513000,Sonora
Freightliner,M2 106,2004,Cummins ISX15,Eaton Fuller 10-speed,46k,263000,Tamaulipas
Volvo,VNL670,2014,Cummins ISX15,Allison 4000,40k,440000,Guerrero
Mack,Anthem,2004,Mack MP7,Mack mDRIVE,40k,178000,Baja California
Volvo,VNM,2022,Detroit DD13,Eaton Fuller 10-speed,46k,600000,Baja California
Kenworth,T370,2013,Cummins ISX15,Eaton Fuller 13-speed,40k,587000,Guanajuato
International,Durastar,2000,Cummins ISB 6.7,Allison 4000,52k,215000,Guerrero
Peterbilt,379,2016,Cummins ISX15,Eaton Fuller 13-speed,46k,569000,Coahuila
Freightliner,FLD120,2004,Mercedes MBE4000,Eaton Fuller 10-speed,40k,250000,Morelos
Mack,Pinnacle,2020,Mack MP8,Eaton Fuller 18-speed,46k,399000,Guerrero
Mack,Pinnacle,2006,Mack MP7,Mack mDRIVE,40k,202000,Hidalgo
Mack,Anthem,2018,Mack MP10,Eaton Fuller 13-speed,46k,326000,Yucatán
International,LT625,2010,MaxxForce 13,Eaton Fuller 18-speed,52k,450000,Zacatecas
Kenworth,T800,2017,PACCAR MX13,Eaton Fuller RT-8908LL,40k,674000,Hidalgo
International,Durastar,2014,Cummins ISB 6.7,Allison 4000,52k,568000,Michoacán
International,ProStar,2016,MaxxForce 13,Eaton Fuller 10-speed,40k,560000,Zacatecas
Mack,Pinnacle,2004,Mack MP7,Eaton Fuller 18-speed,46k,140000,Tlaxcala
Freightliner,M2 106,2021,Mercedes MBE4000,Eaton Fuller 13-speed,52k,749000,Querétaro
Volvo,VNL760,2008,Detroit DD13,Allison 4000,46k,296000,Sinaloa
Peterbilt,379,2017,Cummins X15,Eaton Fuller RTLO-16718B,40k,588000,Coahuila
Peterbilt,579,2003,PACCAR MX13,Eaton UltraShift,40k,321000,Jalisco
Volvo,VNL670,2000,Detroit DD13,Eaton Fuller 13-speed,52k,189000,Coahuila
Freightliner,Columbia,2013,Cummins X15,Eaton Fuller 13-speed,52k,441000,Coahuila
International,ProStar,2012,MaxxForce 15,Allison 4000,40k,492000,Nuevo León
Freightliner,M2 106,2016,Detroit DD15,Eaton Fuller RTLO-16913A,46k,490000,Tamaulipas
Freightliner,Cascadia,2014,Cummins X15,Eaton Fuller RTLO-16913A,52k,494000,Baja California Sur
Mack,Granite,2022,Mack MP10,Eaton Fuller 13-speed,40k,445000,Ciudad de México
Kenworth,T370,2012,PACCAR MX13,Eaton Fuller RT-8908LL,40k,551000,Nuevo León
Mack,Pinnacle,2016,Mack MP10,Eaton Fuller 18-speed,46k,317000,Durango
Mack,Granite,2013,Mack MP8,Eaton Fuller 13-speed,40k,269000,San Luis Potosí
Mack,Pinnacle,2003,Mack MP7,Eaton Fuller 18-speed,52k,163000,Coahuila
Mack,Granite,2017,Mack MP8,Eaton Fuller 18-speed,52k,343000,Colima
Kenworth,T660,2017,Cummins X15,Eaton UltraShift,46k,623000,Morelos
Freightliner,M2 106,2008,Mercedes MBE4000,Eaton Fuller 10-speed,40k,357000,Zacatecas
Peterbilt,579,2000,Cummins ISX15,Eaton Fuller 18-speed,40k,189000,Tabasco
International,9900i,2017,Cummins ISX15,Allison 4000,52k,597000,Morelos
International,Durastar,2004,MaxxForce 13,Eaton Fuller 13-speed,52k,294000,Sonora
International,Durastar,2022,MaxxForce 15,Allison 4000,40k,951000,Estado de México
International,Durastar,2016,Cummins ISB 6.7,Eaton Fuller 10-speed,46k,547000,Colima
Peterbilt,379,2011,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,470000,Chiapas
International,9900i,2008,Cummins ISX15,Eaton Fuller 13-speed,46k,399000,Baja California Sur
International,Durastar,2008,Cummins ISC 8.3,Eaton Fuller 13-speed,40k,397000,Guerrero
Freightliner,M2 106,2008,Detroit DD13,Eaton Fuller 13-speed,46k,344000,San Luis Potosí
International,ProStar,2022,Cummins ISC 8.3,Allison 4000,46k,771000,Colima
Freightliner,FLD120,2005,Cummins X15,Eaton Fuller 10-speed,40k,270000,Tamaulipas
Mack,Anthem,2003,Mack MP7,Eaton Fuller 18-speed,52k,177000,Guerrero
Mack,Granite,2009,Mack MP7,Eaton Fuller 18-speed,40k,230000,Durango
Volvo,VNL760,2001,Cummins ISX15,Volvo I-Shift,46k,239000,Durango
Peterbilt,379,2005,PACCAR MX13,Eaton Fuller 13-speed,46k,366000,Oaxaca
Peterbilt,579,2003,PACCAR MX11,Eaton Fuller 13-speed,46k,255000,Chihuahua
International,9900i,2014,MaxxForce 13,Allison 3000,46k,514000,Guanajuato
Volvo,VNL760,2014,Cummins ISX15,Volvo I-Shift,46k,406000,Chiapas
Volvo,VNL670,2000,Detroit DD13,Eaton Fuller 13-speed,52k,166000,Oaxaca
International,9900i,2015,Cummins ISX15,Allison 4000,40k,592000,Ciudad de México
Peterbilt,579,2010,Cummins X15,Eaton Fuller RTLO-16913A,52k,450000,Sinaloa
Volvo,VNL760,2003,Detroit DD13,Volvo I-Shift,40k,240000,Tlaxcala
International,ProStar,2014,Cummins ISB 6.7,Allison 3000,46k,565000,Campeche
Kenworth,T370,2019,PACCAR MX11,Eaton Fuller RT-8908LL,52k,665000,Zacatecas
Kenworth,T660,2011,Cummins ISX15,Eaton Fuller RTLO-16718B,40k,528000,Sonora
Peterbilt,579,2018,Cummins ISX15,Eaton UltraShift,40k,660000,Coahuila
International,Durastar,2010,MaxxForce 13,Eaton Fuller 10-speed,52k,450000,Oaxaca
Mack,Granite,2014,Mack MP10,Mack mDRIVE,46k,293000,Nayarit
Freightliner,Cascadia,2019,Cummins X15,Detroit DT12,52k,541000,San Luis Potosí
Freightliner,Columbia,2001,Mercedes MBE4000,Eaton Fuller RTLO-16913A,40k,267000,Hidalgo
Mack,Granite,2021,Mack MP8,Eaton Fuller 13-speed,46k,396000,Durango
Peterbilt,389,2005,PACCAR MX13,Eaton Fuller 13-speed,40k,307000,Estado de México
Kenworth,T800,2012,PACCAR MX11,Eaton Fuller RT-8908LL,52k,551000,Tamaulipas
Kenworth,W900,2002,Cummins X15,Eaton Fuller RT-8908LL,46k,283000,Veracruz
Peterbilt,579,2017,Cummins ISX15,Eaton Fuller RTLO-16718B,46k,575000,Chihuahua
Peterbilt,579,2001,PACCAR MX13,Eaton Fuller 18-speed,52k,197000,Puebla
Freightliner,FLD120,2007,Mercedes MBE4000,Eaton Fuller RTLO-16913A,46k,337000,Zacatecas
Mack,Anthem,2010,Mack MP10,Mack mDRIVE,52k,240000,Oaxaca
Freightliner,Columbia,2021,Cummins X15,Detroit DT12,40k,793000,Durango
International,LT625,2010,Cummins ISC 8.3,Eaton Fuller 13-speed,46k,450000,Quintana Roo
Peterbilt,389,2004,Cummins ISX15,Eaton Fuller RTLO-16913A,40k,265000,Baja California Sur
Volvo,VNL760,2003,Volvo D13,Eaton Fuller 13-speed,52k,184000,Tabasco
Kenworth,T660,2006,PACCAR MX13,Eaton Fuller RT-8908LL,40k,349000,Veracruz
Kenworth,T800,2013,PACCAR MX13,Eaton Fuller RTLO-16718B,40k,565000,Oaxaca
Volvo,VNM,2017,Volvo D13,Eaton Fuller 13-speed,40k,514000,Sonora
International,9900i,2022,MaxxForce 15,Eaton Fuller 18-speed,52k,705000,Colima
Kenworth,T680,2012,PACCAR MX13,Eaton Fuller 18-speed,40k,544000,Zacatecas
Peterbilt,579,2002,Cummins X15,Eaton Fuller RTLO-16718B,52k,306000,Nuevo León
Freightliner,M2 106,2004,Mercedes MBE4000,Eaton Fuller 10-speed,52k,236000,Durango
Freightliner,M2 106,2012,Mercedes MBE4000,Detroit DT12,52k,446000,Michoacán
International,LT625,2003,MaxxForce 15,Eaton Fuller 18-speed,40k,291000,Aguascalientes
Peterbilt,379,2003,PACCAR MX11,Eaton UltraShift,46k,320000,Campeche
Kenworth,T660,2022,PACCAR MX13,Eaton Fuller 13-speed,52k,789000,Guerrero
Mack,Anthem,2021,Mack MP8,Mack mDRIVE,40k,390000,Durango
Volvo,VNL670,2019,Detroit DD13,Allison 4000,52k,552000,Querétaro
International,9900i,2005,Cummins ISX15,Allison 3000,52k,293000,Colima
Freightliner,Columbia,2004,Detroit DD13,Eaton Fuller 13-speed,52k,301000,Hidalgo
Peterbilt,379,2021,Cummins X15,Eaton UltraShift,46k,731000,Puebla
Freightliner,Columbia,2001,Detroit DD13,Detroit DT12,52k,272000,Zacatecas
Kenworth,T660,2003,Cummins X15,Eaton Fuller 13-speed,52k,358000,Sinaloa
Volvo,VNL760,2016,Volvo D13,Eaton Fuller 10-speed,40k,446000,Nuevo León
Kenworth,T680,2007,Cummins ISX15,Eaton Fuller RT-8908LL,46k,434000,Aguascalientes
Freightliner,FLD120,2016,Detroit DD15,Eaton Fuller 13-speed,40k,490000,Tlaxcala
Mack,Granite,2019,Mack MP7,Eaton Fuller 18-speed,40k,382000,Yucatán
Volvo,VNM,2000,Volvo D13,Eaton Fuller 10-speed,46k,178000,Jalisco
International,LT625,2016,Cummins ISX15,Eaton Fuller 18-speed,52k,617000,Coahuila
Kenworth,T680,2022,Cummins X15,Eaton Fuller RT-8908LL,40k,1032000,Nuevo León
Peterbilt,579,2000,PACCAR MX13,Eaton Fuller 18-speed,46k,272000,Coahuila
Mack,Pinnacle,2018,Mack MP10,Eaton Fuller 18-speed,46k,315000,Sinaloa
International,9900i,2022,MaxxForce 15,Eaton Fuller 18-speed,40k,731000,Chiapas
Peterbilt,389,2015,Cummins ISX15,Eaton Fuller 18-speed,52k,541000,Nayarit
International,ProStar,2016,Cummins ISB 6.7,Allison 4000,52k,571000,Chiapas
Kenworth,T660,2004,PACCAR MX13,Eaton Fuller 13-speed,46k,383000,Chiapas
Peterbilt,579,2017,Cummins X15,Eaton Fuller RTLO-16913A,52k,592000,Querétaro
Freightliner,Columbia,2014,Cummins X15,Detroit DT12,40k,486000,Oaxaca
Mack,Pinnacle,2018,Mack MP8,Mack mDRIVE,40k,324000,San Luis Potosí
Freightliner,Cascadia,2007,Detroit DD15,Allison 4500RDS,46k,348000,Morelos
Freightliner,Cascadia,2008,Mercedes MBE4000,Eaton Fuller RTLO-16913A,46k,353000,Oaxaca
Peterbilt,579,2011,Cummins ISX15,Eaton Fuller 18-speed,52k,470000,Durango
Peterbilt,389,2009,PACCAR MX11,Eaton Fuller RTLO-16718B,52k,430000,Quintana Roo
Volvo,VNM,2005,Detroit DD13,Volvo I-Shift,46k,244000,Oaxaca
International,Durastar,2014,MaxxForce 15,Allison 4000,46k,566000,Querétaro
Peterbilt,389,2008,PACCAR MX13,Eaton Fuller RTLO-16913A,52k,404000,Campeche
Freightliner,Cascadia,2003,Detroit DD13,Eaton Fuller 13-speed,46k,284000,Sinaloa
Peterbilt,389,2018,Cummins X15,Eaton UltraShift,52k,653000,San Luis Potosí
Freightliner,Columbia,2012,Cummins X15,Detroit DT12,40k,439000,Guerrero
Kenworth,T660,2003,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,287000,Campeche
Mack,Granite,2005,Mack MP8,Mack mDRIVE,46k,161000,Nayarit
Freightliner,FLD120,2019,Cummins ISX15,Allison 4500RDS,52k,584000,Sinaloa
International,ProStar,2008,Cummins ISX15,Eaton Fuller 13-speed,52k,405000,San Luis Potosí
Peterbilt,579,2008,PACCAR MX11,Eaton Fuller RTLO-16718B,40k,387000,Coahuila
Volvo,VNM,2014,Detroit DD13,Allison 4000,52k,404000,Aguascalientes
Volvo,VNM,2015,Cummins ISX15,Allison 4000,52k,431000,Tlaxcala
Mack,Granite,2000,Mack MP10,Eaton Fuller 13-speed,46k,134000,Michoacán
Freightliner,Columbia,2018,Cummins X15,Eaton Fuller 13-speed,52k,607000,Guerrero
Peterbilt,389,2005,PACCAR MX13,Eaton Fuller 18-speed,46k,360000,Coahuila
Freightliner,Cascadia,2008,Mercedes MBE4000,Eaton Fuller 13-speed,40k,358000,Ciudad de México
International,ProStar,2021,Cummins ISC 8.3,Eaton Fuller 10-speed,46k,896000,San Luis Potosí
Freightliner,FLD120,2005,Detroit DD15,Eaton Fuller 10-speed,46k,314000,Tamaulipas
International,LT625,2001,Cummins ISX15,Eaton Fuller 13-speed,40k,270000,Guerrero
Volvo,VNM,2021,Detroit DD13,Volvo I-Shift,52k,632000,Baja California Sur
Kenworth,T370,2015,PACCAR MX13,Eaton Fuller 18-speed,40k,664000,Durango
Freightliner,FLD120,2002,Mercedes MBE4000,Eaton Fuller 10-speed,52k,205000,Baja California Sur
Kenworth,W900,2011,Cummins X15,Eaton Fuller RT-8908LL,46k,519000,Quintana Roo
Volvo,VNM,2019,Volvo D13,Volvo I-Shift,52k,578000,Hidalgo
Volvo,VNL760,2009,Volvo D13,Eaton Fuller 13-speed,46k,332000,Ciudad de México
Kenworth,T370,2008,PACCAR MX11,Eaton Fuller RT-8908LL,40k,444000,Baja California Sur
Kenworth,T370,2009,Cummins ISX15,Eaton Fuller RTLO-16913A,52k,461000,Michoacán
Kenworth,T660,2014,PACCAR MX13,Eaton Fuller 18-speed,46k,578000,Oaxaca
Volvo,VNL670,2022,Volvo D13,Eaton Fuller 13-speed,40k,727000,Chihuahua
Mack,Anthem,2016,Mack MP8,Eaton Fuller 18-speed,46k,299000,Nuevo León
Freightliner,FLD120,2018,Cummins X15,Eaton Fuller RTLO-16913A,40k,583000,Durango
Mack,Pinnacle,2022,Mack MP10,Eaton Fuller 13-speed,52k,444000,Nuevo León
Peterbilt,579,2008,Cummins ISX15,Eaton Fuller RTLO-16913A,46k,392000,Aguascalientes
Freightliner,M2 106,2014,Detroit DD15,Detroit DT12,40k,468000,Nayarit
Volvo,VNL760,2000,Cummins ISX15,Volvo I-Shift,52k,161000,Guerrero
Volvo,VNL670,2006,Cummins ISX15,Volvo I-Shift,52k,274000,Guerrero
Kenworth,T800,2006,PACCAR MX11,Eaton Fuller RTLO-16913A,52k,360000,Puebla
Mack,Anthem,2010,Mack MP7,Eaton Fuller 18-speed,40k,240000,Baja California Sur
Volvo,VNL670,2010,Cummins ISX15,Allison 4000,40k,350000,Querétaro
International,ProStar,2000,Cummins ISC 8.3,Eaton Fuller 10-speed,46k,269000,Michoacán
International,Durastar,2021,MaxxForce 13,Allison 4000,52k,954000,Nuevo León
Peterbilt,379,2020,PACCAR MX11,Eaton Fuller RTLO-16913A,46k,722000,Nuevo León
Mack,Granite,2011,Mack MP10,Mack mDRIVE,52k,251000,Tamaulipas
Kenworth,T370,2017,PACCAR MX11,Eaton Fuller 18-speed,40k,671000,Querétaro
Volvo,VNM,2009,Volvo D13,Eaton Fuller 10-speed,52k,330000,Baja California Sur
Peterbilt,379,2003,Cummins ISX15,Eaton Fuller 13-speed,52k,297000,Sonora
Peterbilt,389,2010,PACCAR MX11,Eaton Fuller RTLO-16913A,40k,450000,Tamaulipas
International,LT625,2014,MaxxForce 13,Allison 3000,40k,540000,Sonora
Volvo,VNL760,2006,Cummins ISX15,Allison 4000,40k,258000,Baja California Sur
International,ProStar,2006,Cummins ISB 6.7,Eaton Fuller 10-speed,52k,352000,Tamaulipas
Freightliner,Cascadia,2015,Cummins ISX15,Allison 4500RDS,46k,524000,Campeche
Volvo,VNL760,2009,Cummins ISX15,Volvo I-Shift,40k,331000,Estado de México
Peterbilt,579,2007,PACCAR MX13,Eaton Fuller 18-speed,46k,347000,Veracruz
Freightliner,M2 106,2010,Detroit DD13,Eaton Fuller RTLO-16913A,46k,400000,Nayarit
